;Abs Path;Rel Path;Item Class
59;D:\Programming\AP_Lab3\dataset_2\bay horse_0059.jpg;dataset_2\bay horse_0059.jpg;bay horse
60;D:\Programming\AP_Lab3\dataset_2\bay horse_0060.jpg;dataset_2\bay horse_0060.jpg;bay horse
61;D:\Programming\AP_Lab3\dataset_2\bay horse_0061.jpg;dataset_2\bay horse_0061.jpg;bay horse
62;D:\Programming\AP_Lab3\dataset_2\bay horse_0062.jpg;dataset_2\bay horse_0062.jpg;bay horse
63;D:\Programming\AP_Lab3\dataset_2\bay horse_0063.jpg;dataset_2\bay horse_0063.jpg;bay horse
64;D:\Programming\AP_Lab3\dataset_2\bay horse_0064.jpg;dataset_2\bay horse_0064.jpg;bay horse
65;D:\Programming\AP_Lab3\dataset_2\bay horse_0065.jpg;dataset_2\bay horse_0065.jpg;bay horse
66;D:\Programming\AP_Lab3\dataset_2\bay horse_0066.jpg;dataset_2\bay horse_0066.jpg;bay horse
67;D:\Programming\AP_Lab3\dataset_2\bay horse_0067.jpg;dataset_2\bay horse_0067.jpg;bay horse
68;D:\Programming\AP_Lab3\dataset_2\bay horse_0068.jpg;dataset_2\bay horse_0068.jpg;bay horse
69;D:\Programming\AP_Lab3\dataset_2\bay horse_0069.jpg;dataset_2\bay horse_0069.jpg;bay horse
70;D:\Programming\AP_Lab3\dataset_2\bay horse_0070.jpg;dataset_2\bay horse_0070.jpg;bay horse
71;D:\Programming\AP_Lab3\dataset_2\bay horse_0071.jpg;dataset_2\bay horse_0071.jpg;bay horse
72;D:\Programming\AP_Lab3\dataset_2\bay horse_0072.jpg;dataset_2\bay horse_0072.jpg;bay horse
73;D:\Programming\AP_Lab3\dataset_2\bay horse_0073.jpg;dataset_2\bay horse_0073.jpg;bay horse
74;D:\Programming\AP_Lab3\dataset_2\bay horse_0074.jpg;dataset_2\bay horse_0074.jpg;bay horse
75;D:\Programming\AP_Lab3\dataset_2\bay horse_0075.jpg;dataset_2\bay horse_0075.jpg;bay horse
76;D:\Programming\AP_Lab3\dataset_2\bay horse_0076.jpg;dataset_2\bay horse_0076.jpg;bay horse
77;D:\Programming\AP_Lab3\dataset_2\bay horse_0077.jpg;dataset_2\bay horse_0077.jpg;bay horse
78;D:\Programming\AP_Lab3\dataset_2\bay horse_0078.jpg;dataset_2\bay horse_0078.jpg;bay horse
79;D:\Programming\AP_Lab3\dataset_2\bay horse_0079.jpg;dataset_2\bay horse_0079.jpg;bay horse
80;D:\Programming\AP_Lab3\dataset_2\bay horse_0080.jpg;dataset_2\bay horse_0080.jpg;bay horse
81;D:\Programming\AP_Lab3\dataset_2\bay horse_0081.jpg;dataset_2\bay horse_0081.jpg;bay horse
82;D:\Programming\AP_Lab3\dataset_2\bay horse_0082.jpg;dataset_2\bay horse_0082.jpg;bay horse
83;D:\Programming\AP_Lab3\dataset_2\bay horse_0083.jpg;dataset_2\bay horse_0083.jpg;bay horse
84;D:\Programming\AP_Lab3\dataset_2\bay horse_0084.jpg;dataset_2\bay horse_0084.jpg;bay horse
85;D:\Programming\AP_Lab3\dataset_2\bay horse_0085.jpg;dataset_2\bay horse_0085.jpg;bay horse
86;D:\Programming\AP_Lab3\dataset_2\bay horse_0086.jpg;dataset_2\bay horse_0086.jpg;bay horse
87;D:\Programming\AP_Lab3\dataset_2\bay horse_0087.jpg;dataset_2\bay horse_0087.jpg;bay horse
88;D:\Programming\AP_Lab3\dataset_2\bay horse_0088.jpg;dataset_2\bay horse_0088.jpg;bay horse
89;D:\Programming\AP_Lab3\dataset_2\bay horse_0089.jpg;dataset_2\bay horse_0089.jpg;bay horse
90;D:\Programming\AP_Lab3\dataset_2\bay horse_0090.jpg;dataset_2\bay horse_0090.jpg;bay horse
91;D:\Programming\AP_Lab3\dataset_2\bay horse_0091.jpg;dataset_2\bay horse_0091.jpg;bay horse
92;D:\Programming\AP_Lab3\dataset_2\bay horse_0092.jpg;dataset_2\bay horse_0092.jpg;bay horse
93;D:\Programming\AP_Lab3\dataset_2\bay horse_0093.jpg;dataset_2\bay horse_0093.jpg;bay horse
94;D:\Programming\AP_Lab3\dataset_2\bay horse_0094.jpg;dataset_2\bay horse_0094.jpg;bay horse
95;D:\Programming\AP_Lab3\dataset_2\bay horse_0095.jpg;dataset_2\bay horse_0095.jpg;bay horse
96;D:\Programming\AP_Lab3\dataset_2\bay horse_0096.jpg;dataset_2\bay horse_0096.jpg;bay horse
97;D:\Programming\AP_Lab3\dataset_2\bay horse_0097.jpg;dataset_2\bay horse_0097.jpg;bay horse
98;D:\Programming\AP_Lab3\dataset_2\bay horse_0098.jpg;dataset_2\bay horse_0098.jpg;bay horse
99;D:\Programming\AP_Lab3\dataset_2\bay horse_0099.jpg;dataset_2\bay horse_0099.jpg;bay horse
100;D:\Programming\AP_Lab3\dataset_2\bay horse_0100.jpg;dataset_2\bay horse_0100.jpg;bay horse
101;D:\Programming\AP_Lab3\dataset_2\bay horse_0101.jpg;dataset_2\bay horse_0101.jpg;bay horse
102;D:\Programming\AP_Lab3\dataset_2\bay horse_0102.jpg;dataset_2\bay horse_0102.jpg;bay horse
103;D:\Programming\AP_Lab3\dataset_2\bay horse_0103.jpg;dataset_2\bay horse_0103.jpg;bay horse
104;D:\Programming\AP_Lab3\dataset_2\bay horse_0104.jpg;dataset_2\bay horse_0104.jpg;bay horse
105;D:\Programming\AP_Lab3\dataset_2\bay horse_0105.jpg;dataset_2\bay horse_0105.jpg;bay horse
106;D:\Programming\AP_Lab3\dataset_2\bay horse_0106.jpg;dataset_2\bay horse_0106.jpg;bay horse
107;D:\Programming\AP_Lab3\dataset_2\bay horse_0107.jpg;dataset_2\bay horse_0107.jpg;bay horse
108;D:\Programming\AP_Lab3\dataset_2\bay horse_0108.jpg;dataset_2\bay horse_0108.jpg;bay horse
109;D:\Programming\AP_Lab3\dataset_2\bay horse_0109.jpg;dataset_2\bay horse_0109.jpg;bay horse
110;D:\Programming\AP_Lab3\dataset_2\bay horse_0110.jpg;dataset_2\bay horse_0110.jpg;bay horse
111;D:\Programming\AP_Lab3\dataset_2\bay horse_0111.jpg;dataset_2\bay horse_0111.jpg;bay horse
112;D:\Programming\AP_Lab3\dataset_2\bay horse_0112.jpg;dataset_2\bay horse_0112.jpg;bay horse
113;D:\Programming\AP_Lab3\dataset_2\bay horse_0113.jpg;dataset_2\bay horse_0113.jpg;bay horse
114;D:\Programming\AP_Lab3\dataset_2\bay horse_0114.jpg;dataset_2\bay horse_0114.jpg;bay horse
115;D:\Programming\AP_Lab3\dataset_2\bay horse_0115.jpg;dataset_2\bay horse_0115.jpg;bay horse
116;D:\Programming\AP_Lab3\dataset_2\bay horse_0116.jpg;dataset_2\bay horse_0116.jpg;bay horse
117;D:\Programming\AP_Lab3\dataset_2\bay horse_0117.jpg;dataset_2\bay horse_0117.jpg;bay horse
118;D:\Programming\AP_Lab3\dataset_2\bay horse_0118.jpg;dataset_2\bay horse_0118.jpg;bay horse
119;D:\Programming\AP_Lab3\dataset_2\bay horse_0119.jpg;dataset_2\bay horse_0119.jpg;bay horse
120;D:\Programming\AP_Lab3\dataset_2\bay horse_0120.jpg;dataset_2\bay horse_0120.jpg;bay horse
121;D:\Programming\AP_Lab3\dataset_2\bay horse_0121.jpg;dataset_2\bay horse_0121.jpg;bay horse
122;D:\Programming\AP_Lab3\dataset_2\bay horse_0122.jpg;dataset_2\bay horse_0122.jpg;bay horse
123;D:\Programming\AP_Lab3\dataset_2\bay horse_0123.jpg;dataset_2\bay horse_0123.jpg;bay horse
124;D:\Programming\AP_Lab3\dataset_2\bay horse_0124.jpg;dataset_2\bay horse_0124.jpg;bay horse
125;D:\Programming\AP_Lab3\dataset_2\bay horse_0125.jpg;dataset_2\bay horse_0125.jpg;bay horse
126;D:\Programming\AP_Lab3\dataset_2\bay horse_0126.jpg;dataset_2\bay horse_0126.jpg;bay horse
127;D:\Programming\AP_Lab3\dataset_2\bay horse_0127.jpg;dataset_2\bay horse_0127.jpg;bay horse
128;D:\Programming\AP_Lab3\dataset_2\bay horse_0128.jpg;dataset_2\bay horse_0128.jpg;bay horse
129;D:\Programming\AP_Lab3\dataset_2\bay horse_0129.jpg;dataset_2\bay horse_0129.jpg;bay horse
130;D:\Programming\AP_Lab3\dataset_2\bay horse_0130.jpg;dataset_2\bay horse_0130.jpg;bay horse
131;D:\Programming\AP_Lab3\dataset_2\bay horse_0131.jpg;dataset_2\bay horse_0131.jpg;bay horse
132;D:\Programming\AP_Lab3\dataset_2\bay horse_0132.jpg;dataset_2\bay horse_0132.jpg;bay horse
133;D:\Programming\AP_Lab3\dataset_2\bay horse_0133.jpg;dataset_2\bay horse_0133.jpg;bay horse
134;D:\Programming\AP_Lab3\dataset_2\bay horse_0134.jpg;dataset_2\bay horse_0134.jpg;bay horse
135;D:\Programming\AP_Lab3\dataset_2\bay horse_0135.jpg;dataset_2\bay horse_0135.jpg;bay horse
136;D:\Programming\AP_Lab3\dataset_2\bay horse_0136.jpg;dataset_2\bay horse_0136.jpg;bay horse
137;D:\Programming\AP_Lab3\dataset_2\bay horse_0137.jpg;dataset_2\bay horse_0137.jpg;bay horse
138;D:\Programming\AP_Lab3\dataset_2\bay horse_0138.jpg;dataset_2\bay horse_0138.jpg;bay horse
139;D:\Programming\AP_Lab3\dataset_2\bay horse_0139.jpg;dataset_2\bay horse_0139.jpg;bay horse
140;D:\Programming\AP_Lab3\dataset_2\bay horse_0140.jpg;dataset_2\bay horse_0140.jpg;bay horse
141;D:\Programming\AP_Lab3\dataset_2\bay horse_0141.jpg;dataset_2\bay horse_0141.jpg;bay horse
142;D:\Programming\AP_Lab3\dataset_2\bay horse_0142.jpg;dataset_2\bay horse_0142.jpg;bay horse
143;D:\Programming\AP_Lab3\dataset_2\bay horse_0143.jpg;dataset_2\bay horse_0143.jpg;bay horse
144;D:\Programming\AP_Lab3\dataset_2\bay horse_0144.jpg;dataset_2\bay horse_0144.jpg;bay horse
145;D:\Programming\AP_Lab3\dataset_2\bay horse_0145.jpg;dataset_2\bay horse_0145.jpg;bay horse
146;D:\Programming\AP_Lab3\dataset_2\bay horse_0146.jpg;dataset_2\bay horse_0146.jpg;bay horse
147;D:\Programming\AP_Lab3\dataset_2\bay horse_0147.jpg;dataset_2\bay horse_0147.jpg;bay horse
148;D:\Programming\AP_Lab3\dataset_2\bay horse_0148.jpg;dataset_2\bay horse_0148.jpg;bay horse
149;D:\Programming\AP_Lab3\dataset_2\bay horse_0149.jpg;dataset_2\bay horse_0149.jpg;bay horse
150;D:\Programming\AP_Lab3\dataset_2\bay horse_0150.jpg;dataset_2\bay horse_0150.jpg;bay horse
151;D:\Programming\AP_Lab3\dataset_2\bay horse_0151.jpg;dataset_2\bay horse_0151.jpg;bay horse
152;D:\Programming\AP_Lab3\dataset_2\bay horse_0152.jpg;dataset_2\bay horse_0152.jpg;bay horse
153;D:\Programming\AP_Lab3\dataset_2\bay horse_0153.jpg;dataset_2\bay horse_0153.jpg;bay horse
154;D:\Programming\AP_Lab3\dataset_2\bay horse_0154.jpg;dataset_2\bay horse_0154.jpg;bay horse
155;D:\Programming\AP_Lab3\dataset_2\bay horse_0155.jpg;dataset_2\bay horse_0155.jpg;bay horse
156;D:\Programming\AP_Lab3\dataset_2\bay horse_0156.jpg;dataset_2\bay horse_0156.jpg;bay horse
157;D:\Programming\AP_Lab3\dataset_2\bay horse_0157.jpg;dataset_2\bay horse_0157.jpg;bay horse
158;D:\Programming\AP_Lab3\dataset_2\bay horse_0158.jpg;dataset_2\bay horse_0158.jpg;bay horse
159;D:\Programming\AP_Lab3\dataset_2\bay horse_0159.jpg;dataset_2\bay horse_0159.jpg;bay horse
160;D:\Programming\AP_Lab3\dataset_2\bay horse_0160.jpg;dataset_2\bay horse_0160.jpg;bay horse
161;D:\Programming\AP_Lab3\dataset_2\bay horse_0161.jpg;dataset_2\bay horse_0161.jpg;bay horse
162;D:\Programming\AP_Lab3\dataset_2\bay horse_0162.jpg;dataset_2\bay horse_0162.jpg;bay horse
163;D:\Programming\AP_Lab3\dataset_2\bay horse_0163.jpg;dataset_2\bay horse_0163.jpg;bay horse
164;D:\Programming\AP_Lab3\dataset_2\bay horse_0164.jpg;dataset_2\bay horse_0164.jpg;bay horse
165;D:\Programming\AP_Lab3\dataset_2\bay horse_0165.jpg;dataset_2\bay horse_0165.jpg;bay horse
166;D:\Programming\AP_Lab3\dataset_2\bay horse_0166.jpg;dataset_2\bay horse_0166.jpg;bay horse
167;D:\Programming\AP_Lab3\dataset_2\bay horse_0167.jpg;dataset_2\bay horse_0167.jpg;bay horse
168;D:\Programming\AP_Lab3\dataset_2\bay horse_0168.jpg;dataset_2\bay horse_0168.jpg;bay horse
169;D:\Programming\AP_Lab3\dataset_2\bay horse_0169.jpg;dataset_2\bay horse_0169.jpg;bay horse
170;D:\Programming\AP_Lab3\dataset_2\bay horse_0170.jpg;dataset_2\bay horse_0170.jpg;bay horse
171;D:\Programming\AP_Lab3\dataset_2\bay horse_0171.jpg;dataset_2\bay horse_0171.jpg;bay horse
172;D:\Programming\AP_Lab3\dataset_2\bay horse_0172.jpg;dataset_2\bay horse_0172.jpg;bay horse
173;D:\Programming\AP_Lab3\dataset_2\bay horse_0173.jpg;dataset_2\bay horse_0173.jpg;bay horse
174;D:\Programming\AP_Lab3\dataset_2\bay horse_0174.jpg;dataset_2\bay horse_0174.jpg;bay horse
175;D:\Programming\AP_Lab3\dataset_2\bay horse_0175.jpg;dataset_2\bay horse_0175.jpg;bay horse
176;D:\Programming\AP_Lab3\dataset_2\bay horse_0176.jpg;dataset_2\bay horse_0176.jpg;bay horse
177;D:\Programming\AP_Lab3\dataset_2\bay horse_0177.jpg;dataset_2\bay horse_0177.jpg;bay horse
178;D:\Programming\AP_Lab3\dataset_2\bay horse_0178.jpg;dataset_2\bay horse_0178.jpg;bay horse
179;D:\Programming\AP_Lab3\dataset_2\bay horse_0179.jpg;dataset_2\bay horse_0179.jpg;bay horse
180;D:\Programming\AP_Lab3\dataset_2\bay horse_0180.jpg;dataset_2\bay horse_0180.jpg;bay horse
181;D:\Programming\AP_Lab3\dataset_2\bay horse_0181.jpg;dataset_2\bay horse_0181.jpg;bay horse
182;D:\Programming\AP_Lab3\dataset_2\bay horse_0182.jpg;dataset_2\bay horse_0182.jpg;bay horse
183;D:\Programming\AP_Lab3\dataset_2\bay horse_0183.jpg;dataset_2\bay horse_0183.jpg;bay horse
184;D:\Programming\AP_Lab3\dataset_2\bay horse_0184.jpg;dataset_2\bay horse_0184.jpg;bay horse
185;D:\Programming\AP_Lab3\dataset_2\bay horse_0185.jpg;dataset_2\bay horse_0185.jpg;bay horse
186;D:\Programming\AP_Lab3\dataset_2\bay horse_0186.jpg;dataset_2\bay horse_0186.jpg;bay horse
187;D:\Programming\AP_Lab3\dataset_2\bay horse_0187.jpg;dataset_2\bay horse_0187.jpg;bay horse
188;D:\Programming\AP_Lab3\dataset_2\bay horse_0188.jpg;dataset_2\bay horse_0188.jpg;bay horse
189;D:\Programming\AP_Lab3\dataset_2\bay horse_0189.jpg;dataset_2\bay horse_0189.jpg;bay horse
190;D:\Programming\AP_Lab3\dataset_2\bay horse_0190.jpg;dataset_2\bay horse_0190.jpg;bay horse
191;D:\Programming\AP_Lab3\dataset_2\bay horse_0191.jpg;dataset_2\bay horse_0191.jpg;bay horse
192;D:\Programming\AP_Lab3\dataset_2\bay horse_0192.jpg;dataset_2\bay horse_0192.jpg;bay horse
193;D:\Programming\AP_Lab3\dataset_2\bay horse_0193.jpg;dataset_2\bay horse_0193.jpg;bay horse
194;D:\Programming\AP_Lab3\dataset_2\bay horse_0194.jpg;dataset_2\bay horse_0194.jpg;bay horse
195;D:\Programming\AP_Lab3\dataset_2\bay horse_0195.jpg;dataset_2\bay horse_0195.jpg;bay horse
196;D:\Programming\AP_Lab3\dataset_2\bay horse_0196.jpg;dataset_2\bay horse_0196.jpg;bay horse
197;D:\Programming\AP_Lab3\dataset_2\bay horse_0197.jpg;dataset_2\bay horse_0197.jpg;bay horse
198;D:\Programming\AP_Lab3\dataset_2\bay horse_0198.jpg;dataset_2\bay horse_0198.jpg;bay horse
199;D:\Programming\AP_Lab3\dataset_2\bay horse_0199.jpg;dataset_2\bay horse_0199.jpg;bay horse
200;D:\Programming\AP_Lab3\dataset_2\bay horse_0200.jpg;dataset_2\bay horse_0200.jpg;bay horse
201;D:\Programming\AP_Lab3\dataset_2\bay horse_0201.jpg;dataset_2\bay horse_0201.jpg;bay horse
202;D:\Programming\AP_Lab3\dataset_2\bay horse_0202.jpg;dataset_2\bay horse_0202.jpg;bay horse
203;D:\Programming\AP_Lab3\dataset_2\bay horse_0203.jpg;dataset_2\bay horse_0203.jpg;bay horse
204;D:\Programming\AP_Lab3\dataset_2\bay horse_0204.jpg;dataset_2\bay horse_0204.jpg;bay horse
205;D:\Programming\AP_Lab3\dataset_2\bay horse_0205.jpg;dataset_2\bay horse_0205.jpg;bay horse
206;D:\Programming\AP_Lab3\dataset_2\bay horse_0206.jpg;dataset_2\bay horse_0206.jpg;bay horse
207;D:\Programming\AP_Lab3\dataset_2\bay horse_0207.jpg;dataset_2\bay horse_0207.jpg;bay horse
208;D:\Programming\AP_Lab3\dataset_2\bay horse_0208.jpg;dataset_2\bay horse_0208.jpg;bay horse
209;D:\Programming\AP_Lab3\dataset_2\bay horse_0209.jpg;dataset_2\bay horse_0209.jpg;bay horse
210;D:\Programming\AP_Lab3\dataset_2\bay horse_0210.jpg;dataset_2\bay horse_0210.jpg;bay horse
211;D:\Programming\AP_Lab3\dataset_2\bay horse_0211.jpg;dataset_2\bay horse_0211.jpg;bay horse
212;D:\Programming\AP_Lab3\dataset_2\bay horse_0212.jpg;dataset_2\bay horse_0212.jpg;bay horse
213;D:\Programming\AP_Lab3\dataset_2\bay horse_0213.jpg;dataset_2\bay horse_0213.jpg;bay horse
214;D:\Programming\AP_Lab3\dataset_2\bay horse_0214.jpg;dataset_2\bay horse_0214.jpg;bay horse
215;D:\Programming\AP_Lab3\dataset_2\bay horse_0215.jpg;dataset_2\bay horse_0215.jpg;bay horse
216;D:\Programming\AP_Lab3\dataset_2\bay horse_0216.jpg;dataset_2\bay horse_0216.jpg;bay horse
217;D:\Programming\AP_Lab3\dataset_2\bay horse_0217.jpg;dataset_2\bay horse_0217.jpg;bay horse
218;D:\Programming\AP_Lab3\dataset_2\bay horse_0218.jpg;dataset_2\bay horse_0218.jpg;bay horse
219;D:\Programming\AP_Lab3\dataset_2\bay horse_0219.jpg;dataset_2\bay horse_0219.jpg;bay horse
220;D:\Programming\AP_Lab3\dataset_2\bay horse_0220.jpg;dataset_2\bay horse_0220.jpg;bay horse
221;D:\Programming\AP_Lab3\dataset_2\bay horse_0221.jpg;dataset_2\bay horse_0221.jpg;bay horse
222;D:\Programming\AP_Lab3\dataset_2\bay horse_0222.jpg;dataset_2\bay horse_0222.jpg;bay horse
223;D:\Programming\AP_Lab3\dataset_2\bay horse_0223.jpg;dataset_2\bay horse_0223.jpg;bay horse
224;D:\Programming\AP_Lab3\dataset_2\bay horse_0224.jpg;dataset_2\bay horse_0224.jpg;bay horse
225;D:\Programming\AP_Lab3\dataset_2\bay horse_0225.jpg;dataset_2\bay horse_0225.jpg;bay horse
226;D:\Programming\AP_Lab3\dataset_2\bay horse_0226.jpg;dataset_2\bay horse_0226.jpg;bay horse
227;D:\Programming\AP_Lab3\dataset_2\bay horse_0227.jpg;dataset_2\bay horse_0227.jpg;bay horse
228;D:\Programming\AP_Lab3\dataset_2\bay horse_0228.jpg;dataset_2\bay horse_0228.jpg;bay horse
229;D:\Programming\AP_Lab3\dataset_2\bay horse_0229.jpg;dataset_2\bay horse_0229.jpg;bay horse
230;D:\Programming\AP_Lab3\dataset_2\bay horse_0230.jpg;dataset_2\bay horse_0230.jpg;bay horse
231;D:\Programming\AP_Lab3\dataset_2\bay horse_0231.jpg;dataset_2\bay horse_0231.jpg;bay horse
232;D:\Programming\AP_Lab3\dataset_2\bay horse_0232.jpg;dataset_2\bay horse_0232.jpg;bay horse
233;D:\Programming\AP_Lab3\dataset_2\bay horse_0233.jpg;dataset_2\bay horse_0233.jpg;bay horse
234;D:\Programming\AP_Lab3\dataset_2\bay horse_0234.jpg;dataset_2\bay horse_0234.jpg;bay horse
235;D:\Programming\AP_Lab3\dataset_2\bay horse_0235.jpg;dataset_2\bay horse_0235.jpg;bay horse
236;D:\Programming\AP_Lab3\dataset_2\bay horse_0236.jpg;dataset_2\bay horse_0236.jpg;bay horse
237;D:\Programming\AP_Lab3\dataset_2\bay horse_0237.jpg;dataset_2\bay horse_0237.jpg;bay horse
238;D:\Programming\AP_Lab3\dataset_2\bay horse_0238.jpg;dataset_2\bay horse_0238.jpg;bay horse
239;D:\Programming\AP_Lab3\dataset_2\bay horse_0239.jpg;dataset_2\bay horse_0239.jpg;bay horse
