;Abs Path;Rel Path;Item Class
29;D:\Programming\AP_Lab3\dataset\bay horse\0029.jpg;dataset\bay horse\0029.jpg;bay horse
30;D:\Programming\AP_Lab3\dataset\bay horse\0030.jpg;dataset\bay horse\0030.jpg;bay horse
31;D:\Programming\AP_Lab3\dataset\bay horse\0031.jpg;dataset\bay horse\0031.jpg;bay horse
32;D:\Programming\AP_Lab3\dataset\bay horse\0032.jpg;dataset\bay horse\0032.jpg;bay horse
33;D:\Programming\AP_Lab3\dataset\bay horse\0033.jpg;dataset\bay horse\0033.jpg;bay horse
34;D:\Programming\AP_Lab3\dataset\bay horse\0034.jpg;dataset\bay horse\0034.jpg;bay horse
35;D:\Programming\AP_Lab3\dataset\bay horse\0035.jpg;dataset\bay horse\0035.jpg;bay horse
36;D:\Programming\AP_Lab3\dataset\bay horse\0036.jpg;dataset\bay horse\0036.jpg;bay horse
37;D:\Programming\AP_Lab3\dataset\bay horse\0037.jpg;dataset\bay horse\0037.jpg;bay horse
38;D:\Programming\AP_Lab3\dataset\bay horse\0038.jpg;dataset\bay horse\0038.jpg;bay horse
39;D:\Programming\AP_Lab3\dataset\bay horse\0039.jpg;dataset\bay horse\0039.jpg;bay horse
40;D:\Programming\AP_Lab3\dataset\bay horse\0040.jpg;dataset\bay horse\0040.jpg;bay horse
41;D:\Programming\AP_Lab3\dataset\bay horse\0041.jpg;dataset\bay horse\0041.jpg;bay horse
42;D:\Programming\AP_Lab3\dataset\bay horse\0042.jpg;dataset\bay horse\0042.jpg;bay horse
43;D:\Programming\AP_Lab3\dataset\bay horse\0043.jpg;dataset\bay horse\0043.jpg;bay horse
44;D:\Programming\AP_Lab3\dataset\bay horse\0044.jpg;dataset\bay horse\0044.jpg;bay horse
45;D:\Programming\AP_Lab3\dataset\bay horse\0045.jpg;dataset\bay horse\0045.jpg;bay horse
46;D:\Programming\AP_Lab3\dataset\bay horse\0046.jpg;dataset\bay horse\0046.jpg;bay horse
47;D:\Programming\AP_Lab3\dataset\bay horse\0047.jpg;dataset\bay horse\0047.jpg;bay horse
48;D:\Programming\AP_Lab3\dataset\bay horse\0048.jpg;dataset\bay horse\0048.jpg;bay horse
49;D:\Programming\AP_Lab3\dataset\bay horse\0049.jpg;dataset\bay horse\0049.jpg;bay horse
50;D:\Programming\AP_Lab3\dataset\bay horse\0050.jpg;dataset\bay horse\0050.jpg;bay horse
51;D:\Programming\AP_Lab3\dataset\bay horse\0051.jpg;dataset\bay horse\0051.jpg;bay horse
52;D:\Programming\AP_Lab3\dataset\bay horse\0052.jpg;dataset\bay horse\0052.jpg;bay horse
53;D:\Programming\AP_Lab3\dataset\bay horse\0053.jpg;dataset\bay horse\0053.jpg;bay horse
54;D:\Programming\AP_Lab3\dataset\bay horse\0054.jpg;dataset\bay horse\0054.jpg;bay horse
55;D:\Programming\AP_Lab3\dataset\bay horse\0055.jpg;dataset\bay horse\0055.jpg;bay horse
56;D:\Programming\AP_Lab3\dataset\bay horse\0056.jpg;dataset\bay horse\0056.jpg;bay horse
57;D:\Programming\AP_Lab3\dataset\bay horse\0057.jpg;dataset\bay horse\0057.jpg;bay horse
58;D:\Programming\AP_Lab3\dataset\bay horse\0058.jpg;dataset\bay horse\0058.jpg;bay horse
59;D:\Programming\AP_Lab3\dataset\bay horse\0059.jpg;dataset\bay horse\0059.jpg;bay horse
60;D:\Programming\AP_Lab3\dataset\bay horse\0060.jpg;dataset\bay horse\0060.jpg;bay horse
61;D:\Programming\AP_Lab3\dataset\bay horse\0061.jpg;dataset\bay horse\0061.jpg;bay horse
62;D:\Programming\AP_Lab3\dataset\bay horse\0062.jpg;dataset\bay horse\0062.jpg;bay horse
63;D:\Programming\AP_Lab3\dataset\bay horse\0063.jpg;dataset\bay horse\0063.jpg;bay horse
64;D:\Programming\AP_Lab3\dataset\bay horse\0064.jpg;dataset\bay horse\0064.jpg;bay horse
65;D:\Programming\AP_Lab3\dataset\bay horse\0065.jpg;dataset\bay horse\0065.jpg;bay horse
66;D:\Programming\AP_Lab3\dataset\bay horse\0066.jpg;dataset\bay horse\0066.jpg;bay horse
67;D:\Programming\AP_Lab3\dataset\bay horse\0067.jpg;dataset\bay horse\0067.jpg;bay horse
68;D:\Programming\AP_Lab3\dataset\bay horse\0068.jpg;dataset\bay horse\0068.jpg;bay horse
69;D:\Programming\AP_Lab3\dataset\bay horse\0069.jpg;dataset\bay horse\0069.jpg;bay horse
70;D:\Programming\AP_Lab3\dataset\bay horse\0070.jpg;dataset\bay horse\0070.jpg;bay horse
71;D:\Programming\AP_Lab3\dataset\bay horse\0071.jpg;dataset\bay horse\0071.jpg;bay horse
72;D:\Programming\AP_Lab3\dataset\bay horse\0072.jpg;dataset\bay horse\0072.jpg;bay horse
73;D:\Programming\AP_Lab3\dataset\bay horse\0073.jpg;dataset\bay horse\0073.jpg;bay horse
74;D:\Programming\AP_Lab3\dataset\bay horse\0074.jpg;dataset\bay horse\0074.jpg;bay horse
75;D:\Programming\AP_Lab3\dataset\bay horse\0075.jpg;dataset\bay horse\0075.jpg;bay horse
76;D:\Programming\AP_Lab3\dataset\bay horse\0076.jpg;dataset\bay horse\0076.jpg;bay horse
77;D:\Programming\AP_Lab3\dataset\bay horse\0077.jpg;dataset\bay horse\0077.jpg;bay horse
78;D:\Programming\AP_Lab3\dataset\bay horse\0078.jpg;dataset\bay horse\0078.jpg;bay horse
79;D:\Programming\AP_Lab3\dataset\bay horse\0079.jpg;dataset\bay horse\0079.jpg;bay horse
80;D:\Programming\AP_Lab3\dataset\bay horse\0080.jpg;dataset\bay horse\0080.jpg;bay horse
81;D:\Programming\AP_Lab3\dataset\bay horse\0081.jpg;dataset\bay horse\0081.jpg;bay horse
82;D:\Programming\AP_Lab3\dataset\bay horse\0082.jpg;dataset\bay horse\0082.jpg;bay horse
83;D:\Programming\AP_Lab3\dataset\bay horse\0083.jpg;dataset\bay horse\0083.jpg;bay horse
84;D:\Programming\AP_Lab3\dataset\bay horse\0084.jpg;dataset\bay horse\0084.jpg;bay horse
85;D:\Programming\AP_Lab3\dataset\bay horse\0085.jpg;dataset\bay horse\0085.jpg;bay horse
86;D:\Programming\AP_Lab3\dataset\bay horse\0086.jpg;dataset\bay horse\0086.jpg;bay horse
87;D:\Programming\AP_Lab3\dataset\bay horse\0087.jpg;dataset\bay horse\0087.jpg;bay horse
88;D:\Programming\AP_Lab3\dataset\bay horse\0088.jpg;dataset\bay horse\0088.jpg;bay horse
89;D:\Programming\AP_Lab3\dataset\bay horse\0089.jpg;dataset\bay horse\0089.jpg;bay horse
90;D:\Programming\AP_Lab3\dataset\bay horse\0090.jpg;dataset\bay horse\0090.jpg;bay horse
91;D:\Programming\AP_Lab3\dataset\bay horse\0091.jpg;dataset\bay horse\0091.jpg;bay horse
92;D:\Programming\AP_Lab3\dataset\bay horse\0092.jpg;dataset\bay horse\0092.jpg;bay horse
93;D:\Programming\AP_Lab3\dataset\bay horse\0093.jpg;dataset\bay horse\0093.jpg;bay horse
94;D:\Programming\AP_Lab3\dataset\bay horse\0094.jpg;dataset\bay horse\0094.jpg;bay horse
95;D:\Programming\AP_Lab3\dataset\bay horse\0095.jpg;dataset\bay horse\0095.jpg;bay horse
96;D:\Programming\AP_Lab3\dataset\bay horse\0096.jpg;dataset\bay horse\0096.jpg;bay horse
97;D:\Programming\AP_Lab3\dataset\bay horse\0097.jpg;dataset\bay horse\0097.jpg;bay horse
98;D:\Programming\AP_Lab3\dataset\bay horse\0098.jpg;dataset\bay horse\0098.jpg;bay horse
99;D:\Programming\AP_Lab3\dataset\bay horse\0099.jpg;dataset\bay horse\0099.jpg;bay horse
100;D:\Programming\AP_Lab3\dataset\bay horse\0100.jpg;dataset\bay horse\0100.jpg;bay horse
101;D:\Programming\AP_Lab3\dataset\bay horse\0101.jpg;dataset\bay horse\0101.jpg;bay horse
102;D:\Programming\AP_Lab3\dataset\bay horse\0102.jpg;dataset\bay horse\0102.jpg;bay horse
103;D:\Programming\AP_Lab3\dataset\bay horse\0103.jpg;dataset\bay horse\0103.jpg;bay horse
104;D:\Programming\AP_Lab3\dataset\bay horse\0104.jpg;dataset\bay horse\0104.jpg;bay horse
105;D:\Programming\AP_Lab3\dataset\bay horse\0105.jpg;dataset\bay horse\0105.jpg;bay horse
106;D:\Programming\AP_Lab3\dataset\bay horse\0106.jpg;dataset\bay horse\0106.jpg;bay horse
107;D:\Programming\AP_Lab3\dataset\bay horse\0107.jpg;dataset\bay horse\0107.jpg;bay horse
108;D:\Programming\AP_Lab3\dataset\bay horse\0108.jpg;dataset\bay horse\0108.jpg;bay horse
109;D:\Programming\AP_Lab3\dataset\bay horse\0109.jpg;dataset\bay horse\0109.jpg;bay horse
110;D:\Programming\AP_Lab3\dataset\bay horse\0110.jpg;dataset\bay horse\0110.jpg;bay horse
111;D:\Programming\AP_Lab3\dataset\bay horse\0111.jpg;dataset\bay horse\0111.jpg;bay horse
112;D:\Programming\AP_Lab3\dataset\bay horse\0112.jpg;dataset\bay horse\0112.jpg;bay horse
113;D:\Programming\AP_Lab3\dataset\bay horse\0113.jpg;dataset\bay horse\0113.jpg;bay horse
114;D:\Programming\AP_Lab3\dataset\bay horse\0114.jpg;dataset\bay horse\0114.jpg;bay horse
115;D:\Programming\AP_Lab3\dataset\bay horse\0115.jpg;dataset\bay horse\0115.jpg;bay horse
116;D:\Programming\AP_Lab3\dataset\bay horse\0116.jpg;dataset\bay horse\0116.jpg;bay horse
117;D:\Programming\AP_Lab3\dataset\bay horse\0117.jpg;dataset\bay horse\0117.jpg;bay horse
118;D:\Programming\AP_Lab3\dataset\bay horse\0118.jpg;dataset\bay horse\0118.jpg;bay horse
119;D:\Programming\AP_Lab3\dataset\bay horse\0119.jpg;dataset\bay horse\0119.jpg;bay horse
120;D:\Programming\AP_Lab3\dataset\bay horse\0120.jpg;dataset\bay horse\0120.jpg;bay horse
121;D:\Programming\AP_Lab3\dataset\bay horse\0121.jpg;dataset\bay horse\0121.jpg;bay horse
122;D:\Programming\AP_Lab3\dataset\bay horse\0122.jpg;dataset\bay horse\0122.jpg;bay horse
123;D:\Programming\AP_Lab3\dataset\bay horse\0123.jpg;dataset\bay horse\0123.jpg;bay horse
124;D:\Programming\AP_Lab3\dataset\bay horse\0124.jpg;dataset\bay horse\0124.jpg;bay horse
125;D:\Programming\AP_Lab3\dataset\bay horse\0125.jpg;dataset\bay horse\0125.jpg;bay horse
126;D:\Programming\AP_Lab3\dataset\bay horse\0126.jpg;dataset\bay horse\0126.jpg;bay horse
127;D:\Programming\AP_Lab3\dataset\bay horse\0127.jpg;dataset\bay horse\0127.jpg;bay horse
128;D:\Programming\AP_Lab3\dataset\bay horse\0128.jpg;dataset\bay horse\0128.jpg;bay horse
129;D:\Programming\AP_Lab3\dataset\bay horse\0129.jpg;dataset\bay horse\0129.jpg;bay horse
130;D:\Programming\AP_Lab3\dataset\bay horse\0130.jpg;dataset\bay horse\0130.jpg;bay horse
131;D:\Programming\AP_Lab3\dataset\bay horse\0131.jpg;dataset\bay horse\0131.jpg;bay horse
132;D:\Programming\AP_Lab3\dataset\bay horse\0132.jpg;dataset\bay horse\0132.jpg;bay horse
133;D:\Programming\AP_Lab3\dataset\bay horse\0133.jpg;dataset\bay horse\0133.jpg;bay horse
134;D:\Programming\AP_Lab3\dataset\bay horse\0134.jpg;dataset\bay horse\0134.jpg;bay horse
135;D:\Programming\AP_Lab3\dataset\bay horse\0135.jpg;dataset\bay horse\0135.jpg;bay horse
136;D:\Programming\AP_Lab3\dataset\bay horse\0136.jpg;dataset\bay horse\0136.jpg;bay horse
137;D:\Programming\AP_Lab3\dataset\bay horse\0137.jpg;dataset\bay horse\0137.jpg;bay horse
138;D:\Programming\AP_Lab3\dataset\bay horse\0138.jpg;dataset\bay horse\0138.jpg;bay horse
139;D:\Programming\AP_Lab3\dataset\bay horse\0139.jpg;dataset\bay horse\0139.jpg;bay horse
140;D:\Programming\AP_Lab3\dataset\bay horse\0140.jpg;dataset\bay horse\0140.jpg;bay horse
141;D:\Programming\AP_Lab3\dataset\bay horse\0141.jpg;dataset\bay horse\0141.jpg;bay horse
142;D:\Programming\AP_Lab3\dataset\bay horse\0142.jpg;dataset\bay horse\0142.jpg;bay horse
143;D:\Programming\AP_Lab3\dataset\bay horse\0143.jpg;dataset\bay horse\0143.jpg;bay horse
144;D:\Programming\AP_Lab3\dataset\bay horse\0144.jpg;dataset\bay horse\0144.jpg;bay horse
145;D:\Programming\AP_Lab3\dataset\bay horse\0145.jpg;dataset\bay horse\0145.jpg;bay horse
146;D:\Programming\AP_Lab3\dataset\bay horse\0146.jpg;dataset\bay horse\0146.jpg;bay horse
147;D:\Programming\AP_Lab3\dataset\bay horse\0147.jpg;dataset\bay horse\0147.jpg;bay horse
148;D:\Programming\AP_Lab3\dataset\bay horse\0148.jpg;dataset\bay horse\0148.jpg;bay horse
149;D:\Programming\AP_Lab3\dataset\bay horse\0149.jpg;dataset\bay horse\0149.jpg;bay horse
150;D:\Programming\AP_Lab3\dataset\bay horse\0150.jpg;dataset\bay horse\0150.jpg;bay horse
151;D:\Programming\AP_Lab3\dataset\bay horse\0151.jpg;dataset\bay horse\0151.jpg;bay horse
152;D:\Programming\AP_Lab3\dataset\bay horse\0152.jpg;dataset\bay horse\0152.jpg;bay horse
153;D:\Programming\AP_Lab3\dataset\bay horse\0153.jpg;dataset\bay horse\0153.jpg;bay horse
154;D:\Programming\AP_Lab3\dataset\bay horse\0154.jpg;dataset\bay horse\0154.jpg;bay horse
155;D:\Programming\AP_Lab3\dataset\bay horse\0155.jpg;dataset\bay horse\0155.jpg;bay horse
156;D:\Programming\AP_Lab3\dataset\bay horse\0156.jpg;dataset\bay horse\0156.jpg;bay horse
157;D:\Programming\AP_Lab3\dataset\bay horse\0157.jpg;dataset\bay horse\0157.jpg;bay horse
158;D:\Programming\AP_Lab3\dataset\bay horse\0158.jpg;dataset\bay horse\0158.jpg;bay horse
159;D:\Programming\AP_Lab3\dataset\bay horse\0159.jpg;dataset\bay horse\0159.jpg;bay horse
160;D:\Programming\AP_Lab3\dataset\bay horse\0160.jpg;dataset\bay horse\0160.jpg;bay horse
161;D:\Programming\AP_Lab3\dataset\bay horse\0161.jpg;dataset\bay horse\0161.jpg;bay horse
162;D:\Programming\AP_Lab3\dataset\bay horse\0162.jpg;dataset\bay horse\0162.jpg;bay horse
163;D:\Programming\AP_Lab3\dataset\bay horse\0163.jpg;dataset\bay horse\0163.jpg;bay horse
164;D:\Programming\AP_Lab3\dataset\bay horse\0164.jpg;dataset\bay horse\0164.jpg;bay horse
165;D:\Programming\AP_Lab3\dataset\bay horse\0165.jpg;dataset\bay horse\0165.jpg;bay horse
166;D:\Programming\AP_Lab3\dataset\bay horse\0166.jpg;dataset\bay horse\0166.jpg;bay horse
167;D:\Programming\AP_Lab3\dataset\bay horse\0167.jpg;dataset\bay horse\0167.jpg;bay horse
168;D:\Programming\AP_Lab3\dataset\bay horse\0168.jpg;dataset\bay horse\0168.jpg;bay horse
169;D:\Programming\AP_Lab3\dataset\bay horse\0169.jpg;dataset\bay horse\0169.jpg;bay horse
170;D:\Programming\AP_Lab3\dataset\bay horse\0170.jpg;dataset\bay horse\0170.jpg;bay horse
171;D:\Programming\AP_Lab3\dataset\bay horse\0171.jpg;dataset\bay horse\0171.jpg;bay horse
172;D:\Programming\AP_Lab3\dataset\bay horse\0172.jpg;dataset\bay horse\0172.jpg;bay horse
173;D:\Programming\AP_Lab3\dataset\bay horse\0173.jpg;dataset\bay horse\0173.jpg;bay horse
174;D:\Programming\AP_Lab3\dataset\bay horse\0174.jpg;dataset\bay horse\0174.jpg;bay horse
175;D:\Programming\AP_Lab3\dataset\bay horse\0175.jpg;dataset\bay horse\0175.jpg;bay horse
176;D:\Programming\AP_Lab3\dataset\bay horse\0176.jpg;dataset\bay horse\0176.jpg;bay horse
177;D:\Programming\AP_Lab3\dataset\bay horse\0177.jpg;dataset\bay horse\0177.jpg;bay horse
178;D:\Programming\AP_Lab3\dataset\bay horse\0178.jpg;dataset\bay horse\0178.jpg;bay horse
179;D:\Programming\AP_Lab3\dataset\bay horse\0179.jpg;dataset\bay horse\0179.jpg;bay horse
180;D:\Programming\AP_Lab3\dataset\bay horse\0180.jpg;dataset\bay horse\0180.jpg;bay horse
181;D:\Programming\AP_Lab3\dataset\bay horse\0181.jpg;dataset\bay horse\0181.jpg;bay horse
182;D:\Programming\AP_Lab3\dataset\bay horse\0182.jpg;dataset\bay horse\0182.jpg;bay horse
183;D:\Programming\AP_Lab3\dataset\bay horse\0183.jpg;dataset\bay horse\0183.jpg;bay horse
184;D:\Programming\AP_Lab3\dataset\bay horse\0184.jpg;dataset\bay horse\0184.jpg;bay horse
185;D:\Programming\AP_Lab3\dataset\bay horse\0185.jpg;dataset\bay horse\0185.jpg;bay horse
186;D:\Programming\AP_Lab3\dataset\bay horse\0186.jpg;dataset\bay horse\0186.jpg;bay horse
187;D:\Programming\AP_Lab3\dataset\bay horse\0187.jpg;dataset\bay horse\0187.jpg;bay horse
188;D:\Programming\AP_Lab3\dataset\bay horse\0188.jpg;dataset\bay horse\0188.jpg;bay horse
189;D:\Programming\AP_Lab3\dataset\bay horse\0189.jpg;dataset\bay horse\0189.jpg;bay horse
190;D:\Programming\AP_Lab3\dataset\bay horse\0190.jpg;dataset\bay horse\0190.jpg;bay horse
191;D:\Programming\AP_Lab3\dataset\bay horse\0191.jpg;dataset\bay horse\0191.jpg;bay horse
192;D:\Programming\AP_Lab3\dataset\bay horse\0192.jpg;dataset\bay horse\0192.jpg;bay horse
193;D:\Programming\AP_Lab3\dataset\bay horse\0193.jpg;dataset\bay horse\0193.jpg;bay horse
194;D:\Programming\AP_Lab3\dataset\bay horse\0194.jpg;dataset\bay horse\0194.jpg;bay horse
195;D:\Programming\AP_Lab3\dataset\bay horse\0195.jpg;dataset\bay horse\0195.jpg;bay horse
196;D:\Programming\AP_Lab3\dataset\bay horse\0196.jpg;dataset\bay horse\0196.jpg;bay horse
197;D:\Programming\AP_Lab3\dataset\bay horse\0197.jpg;dataset\bay horse\0197.jpg;bay horse
198;D:\Programming\AP_Lab3\dataset\bay horse\0198.jpg;dataset\bay horse\0198.jpg;bay horse
199;D:\Programming\AP_Lab3\dataset\bay horse\0199.jpg;dataset\bay horse\0199.jpg;bay horse
200;D:\Programming\AP_Lab3\dataset\bay horse\0200.jpg;dataset\bay horse\0200.jpg;bay horse
201;D:\Programming\AP_Lab3\dataset\bay horse\0201.jpg;dataset\bay horse\0201.jpg;bay horse
202;D:\Programming\AP_Lab3\dataset\bay horse\0202.jpg;dataset\bay horse\0202.jpg;bay horse
203;D:\Programming\AP_Lab3\dataset\bay horse\0203.jpg;dataset\bay horse\0203.jpg;bay horse
204;D:\Programming\AP_Lab3\dataset\bay horse\0204.jpg;dataset\bay horse\0204.jpg;bay horse
205;D:\Programming\AP_Lab3\dataset\bay horse\0205.jpg;dataset\bay horse\0205.jpg;bay horse
206;D:\Programming\AP_Lab3\dataset\bay horse\0206.jpg;dataset\bay horse\0206.jpg;bay horse
207;D:\Programming\AP_Lab3\dataset\bay horse\0207.jpg;dataset\bay horse\0207.jpg;bay horse
208;D:\Programming\AP_Lab3\dataset\bay horse\0208.jpg;dataset\bay horse\0208.jpg;bay horse
209;D:\Programming\AP_Lab3\dataset\bay horse\0209.jpg;dataset\bay horse\0209.jpg;bay horse
210;D:\Programming\AP_Lab3\dataset\bay horse\0210.jpg;dataset\bay horse\0210.jpg;bay horse
211;D:\Programming\AP_Lab3\dataset\bay horse\0211.jpg;dataset\bay horse\0211.jpg;bay horse
212;D:\Programming\AP_Lab3\dataset\bay horse\0212.jpg;dataset\bay horse\0212.jpg;bay horse
213;D:\Programming\AP_Lab3\dataset\bay horse\0213.jpg;dataset\bay horse\0213.jpg;bay horse
214;D:\Programming\AP_Lab3\dataset\bay horse\0214.jpg;dataset\bay horse\0214.jpg;bay horse
215;D:\Programming\AP_Lab3\dataset\bay horse\0215.jpg;dataset\bay horse\0215.jpg;bay horse
216;D:\Programming\AP_Lab3\dataset\bay horse\0216.jpg;dataset\bay horse\0216.jpg;bay horse
217;D:\Programming\AP_Lab3\dataset\bay horse\0217.jpg;dataset\bay horse\0217.jpg;bay horse
218;D:\Programming\AP_Lab3\dataset\bay horse\0218.jpg;dataset\bay horse\0218.jpg;bay horse
219;D:\Programming\AP_Lab3\dataset\bay horse\0219.jpg;dataset\bay horse\0219.jpg;bay horse
220;D:\Programming\AP_Lab3\dataset\bay horse\0220.jpg;dataset\bay horse\0220.jpg;bay horse
221;D:\Programming\AP_Lab3\dataset\bay horse\0221.jpg;dataset\bay horse\0221.jpg;bay horse
222;D:\Programming\AP_Lab3\dataset\bay horse\0222.jpg;dataset\bay horse\0222.jpg;bay horse
223;D:\Programming\AP_Lab3\dataset\bay horse\0223.jpg;dataset\bay horse\0223.jpg;bay horse
224;D:\Programming\AP_Lab3\dataset\bay horse\0224.jpg;dataset\bay horse\0224.jpg;bay horse
225;D:\Programming\AP_Lab3\dataset\bay horse\0225.jpg;dataset\bay horse\0225.jpg;bay horse
226;D:\Programming\AP_Lab3\dataset\bay horse\0226.jpg;dataset\bay horse\0226.jpg;bay horse
227;D:\Programming\AP_Lab3\dataset\bay horse\0227.jpg;dataset\bay horse\0227.jpg;bay horse
228;D:\Programming\AP_Lab3\dataset\bay horse\0228.jpg;dataset\bay horse\0228.jpg;bay horse
229;D:\Programming\AP_Lab3\dataset\bay horse\0229.jpg;dataset\bay horse\0229.jpg;bay horse
230;D:\Programming\AP_Lab3\dataset\bay horse\0230.jpg;dataset\bay horse\0230.jpg;bay horse
231;D:\Programming\AP_Lab3\dataset\bay horse\0231.jpg;dataset\bay horse\0231.jpg;bay horse
232;D:\Programming\AP_Lab3\dataset\bay horse\0232.jpg;dataset\bay horse\0232.jpg;bay horse
233;D:\Programming\AP_Lab3\dataset\bay horse\0233.jpg;dataset\bay horse\0233.jpg;bay horse
234;D:\Programming\AP_Lab3\dataset\bay horse\0234.jpg;dataset\bay horse\0234.jpg;bay horse
235;D:\Programming\AP_Lab3\dataset\bay horse\0235.jpg;dataset\bay horse\0235.jpg;bay horse
236;D:\Programming\AP_Lab3\dataset\bay horse\0236.jpg;dataset\bay horse\0236.jpg;bay horse
237;D:\Programming\AP_Lab3\dataset\bay horse\0237.jpg;dataset\bay horse\0237.jpg;bay horse
238;D:\Programming\AP_Lab3\dataset\bay horse\0238.jpg;dataset\bay horse\0238.jpg;bay horse
239;D:\Programming\AP_Lab3\dataset\bay horse\0239.jpg;dataset\bay horse\0239.jpg;bay horse
240;D:\Programming\AP_Lab3\dataset\bay horse\0240.jpg;dataset\bay horse\0240.jpg;bay horse
241;D:\Programming\AP_Lab3\dataset\bay horse\0241.jpg;dataset\bay horse\0241.jpg;bay horse
242;D:\Programming\AP_Lab3\dataset\bay horse\0242.jpg;dataset\bay horse\0242.jpg;bay horse
243;D:\Programming\AP_Lab3\dataset\bay horse\0243.jpg;dataset\bay horse\0243.jpg;bay horse
244;D:\Programming\AP_Lab3\dataset\bay horse\0244.jpg;dataset\bay horse\0244.jpg;bay horse
245;D:\Programming\AP_Lab3\dataset\bay horse\0245.jpg;dataset\bay horse\0245.jpg;bay horse
246;D:\Programming\AP_Lab3\dataset\bay horse\0246.jpg;dataset\bay horse\0246.jpg;bay horse
247;D:\Programming\AP_Lab3\dataset\bay horse\0247.jpg;dataset\bay horse\0247.jpg;bay horse
248;D:\Programming\AP_Lab3\dataset\bay horse\0248.jpg;dataset\bay horse\0248.jpg;bay horse
249;D:\Programming\AP_Lab3\dataset\bay horse\0249.jpg;dataset\bay horse\0249.jpg;bay horse
250;D:\Programming\AP_Lab3\dataset\bay horse\0250.jpg;dataset\bay horse\0250.jpg;bay horse
251;D:\Programming\AP_Lab3\dataset\bay horse\0251.jpg;dataset\bay horse\0251.jpg;bay horse
252;D:\Programming\AP_Lab3\dataset\bay horse\0252.jpg;dataset\bay horse\0252.jpg;bay horse
253;D:\Programming\AP_Lab3\dataset\bay horse\0253.jpg;dataset\bay horse\0253.jpg;bay horse
254;D:\Programming\AP_Lab3\dataset\bay horse\0254.jpg;dataset\bay horse\0254.jpg;bay horse
255;D:\Programming\AP_Lab3\dataset\bay horse\0255.jpg;dataset\bay horse\0255.jpg;bay horse
256;D:\Programming\AP_Lab3\dataset\bay horse\0256.jpg;dataset\bay horse\0256.jpg;bay horse
257;D:\Programming\AP_Lab3\dataset\bay horse\0257.jpg;dataset\bay horse\0257.jpg;bay horse
